,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Kodaikanal,Kodaikanal,GPE,0.15606061,0.45909091,en,1.00000000,,-1,,,,,,
Deep Ocean Has Been Heating Up,Deep Ocean Has Been Heating Up,LOC,0.16875000,0.54375000,en,1.00000000,,-1,,,,,,
Waterford,Waterford,GPE,0.00000000,0.00000000,en,1.00000000,4471434-8,2960992,X,52.25833000,-7.11193900,EUROPE,Ireland,NEU
Allstate,Allstate,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Southern Ocean,the Southern Ocean,LOC,0.12142857,0.37857143,en,1.00000000,,-1,,,,,,
South Wales,South Wales,GPE,0.04924242,0.63636364,en,1.00000000,,-1,,,,,,
monsoon,monsoon,LOC,-0.25000000,1.00000000,en,1.00000000,,-1,,,,,,
Avalon,Avalon,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Geelong,Geelong,GPE,0.00000000,0.00000000,en,1.00000000,4363599-4,2165798,X,-38.14710900,144.36069000,OCEANIA,Australia,SAU
Lahaska,Lahaska,GPE,0.04500000,0.63500000,en,1.00000000,,-1,,,,,,
Jaisalmer,Jaisalmer,GPE,0.10833333,0.63333333,en,1.00000000,,-1,,,,,,
Native Habitat,Native Habitat,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Attara,Attara,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
the Soviet Union,the Soviet Union,GPE,0.00000000,0.05555556,en,1.00000000,,-1,,,,,,
Western Europe's,Western Europe's,LOC,0.05000000,0.15000000,en,1.00000000,,-1,,,,,,
Br,Br,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
F… The United Kingdom,F… The United Kingdom,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the London Underground,the London Underground,LOC,0.32619048,0.73571429,en,1.00000000,,-1,,,,,,
Great Britain,Great Britain,GPE,0.32619048,0.73571429,en,1.00000000,4022153-2,2635167,X,54.75844000,-2.69531000,EUROPE,United Kingdom,NEU
Mina,Mina,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Crocs,Crocs,LOC,-0.40000000,0.95000000,en,1.00000000,,-1,,,,,,
Brighton Beach,Brighton Beach,GPE,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
Naom,Naom,GPE,0.06666667,0.25000000,en,1.00000000,,-1,,,,,,
Interlake,Interlake,LOC,-0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
Parkland,Parkland,GPE,-0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
Lyon,Lyon,GPE,0.31055556,0.57444444,en,1.00000000,4036770-8,2996944,X,45.74846000,4.84670900,EUROPE,France,WCE
Bracklinn Falls,Bracklinn Falls,GPE,0.12500000,0.45000000,en,1.00000000,,-1,,,,,,
Stirling,Stirling,GPE,0.12500000,0.45000000,en,1.00000000,4192040-5,2636910,X,56.11903000,-3.93682000,EUROPE,United Kingdom,NEU
St…,St…,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
FREMONT,FREMONT,GPE,0.00000000,0.11111111,en,1.00000000,,-1,,,,,,
Earths,Earths,GPE,0.05000000,0.25000000,en,1.00000000,,-1,,,,,,
Cardiff,Cardiff,GPE,0.17500000,0.72500000,en,1.00000000,4085151-5,2653822,X,51.47999900,-3.18000000,EUROPE,United Kingdom,NEU
the East Bay,the East Bay,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
East Bay,East Bay,LOC,0.00000000,0.08333333,en,1.00000000,,-1,,,,,,
Irelands,Irelands,GPE,-0.02812500,0.54270833,en,1.00000000,,-1,,,,,,
Phoenix Park,Phoenix Park,GPE,0.17200000,0.50800000,en,1.00000000,,-1,,,,,,
revea,revea,GPE,0.02500000,0.10000000,en,1.00000000,,-1,,,,,,
Northern Nigeria,Northern Nigeria,GPE,0.18750000,0.43750000,en,1.00000000,,-1,,,,,,
Kentucky,Kentucky,GPE,0.05000000,0.30000000,en,1.00000000,4097823-0,6254925,X,38.20042000,-84.87761900,NORTH-AMERICA,United States,ENA
Frisco,Frisco,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
SAN FRANCISCO,SAN FRANCISCO,GPE,-0.05000000,0.10000000,en,1.00000000,,-1,,,,,,
the San Francisco Bay,the San Francisco Bay,LOC,-0.05000000,0.10000000,en,1.00000000,,-1,,,,,,
Kaushambi,Kaushambi,GPE,-0.05000000,0.40000000,en,1.00000000,,-1,,,,,,
NEW DELHI,NEW DELHI,GPE,0.18831169,0.43722944,en,1.00000000,,-1,,,,,,
Costa,Costa,LOC,0.30000000,0.33333333,en,1.00000000,,-1,,,,,,
Porter Ranch,Porter Ranch,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kano State,Kano State,GPE,0.18750000,0.43750000,en,1.00000000,,-1,,,,,,
Banda,Banda,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Cannes,Cannes,GPE,-0.00166667,0.43083333,en,1.00000000,4009413-3,3028808,X,43.55134900,7.01274900,EUROPE-AFRICA,France,MED
Lucknow,Lucknow,GPE,0.37777778,0.57777778,en,1.00000000,4111406-1,1264733,X,26.83927900,80.92313000,ASIA,India,SAS
the Hudson Valley,the Hudson Valley,LOC,0.11212121,0.21818182,en,1.00000000,,-1,,,,,,
the Hudson Valley’s,the Hudson Valley’s,LOC,0.41250000,0.65000000,en,1.00000000,,-1,,,,,,
Vancouver,Vancouver,GPE,0.11818182,0.42727273,en,1.00000000,,-1,,,,,,
Ipanema,Ipanema,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Maharashtras Vidarbha regi,Maharashtras Vidarbha regi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kathmandu,Kathmandu,GPE,0.15178571,0.62202381,en,1.00000000,4030036-5,1283240,X,27.70168900,85.32059900,ASIA,Nepal,TIB
Midlands,Midlands,GPE,-0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
the Bank Holiday weekend,the Bank Holiday weekend,GPE,0.16818182,0.32727273,en,1.00000000,,-1,,,,,,
Pensacola Beach,Pensacola Beach,GPE,-0.05000000,0.15000000,en,1.00000000,,-1,,,,,,
accor,accor,GPE,-0.02633333,0.41633333,en,1.00000000,,-1,,,,,,
GW,GW,LOC,0.16000000,0.54000000,en,1.00000000,,-1,,,,,,
Southcentral,Southcentral,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
East Coasters,East Coasters,LOC,-0.44791667,0.72916667,en,1.00000000,,-1,,,,,,
SD County,SD County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
The Mojave Desert,The Mojave Desert,LOC,-0.03333333,0.50000000,en,1.00000000,,-1,,,,,,
the Coachella Valley,the Coachella Valley,LOC,-0.03333333,0.50000000,en,1.00000000,,-1,,,,,,
Torrential,Torrential,GPE,0.05000000,0.20000000,en,1.00000000,,-1,,,,,,
vand,vand,GPE,0.00000000,0.37500000,en,1.00000000,,-1,,,,,,
Beryllia,Beryllia,GPE,0.00000000,0.37500000,en,1.00000000,,-1,,,,,,
Rocky Mountain,Rocky Mountain,LOC,-0.20000000,0.30000000,en,1.00000000,,-1,,,,,,
Rockies,Rockies,LOC,0.14833333,0.46833333,en,1.00000000,,-1,,,,,,
San Juan Mountains,San Juan Mountains,LOC,0.14833333,0.46833333,en,1.00000000,,-1,,,,,,
Belmont Plateau,Belmont Plateau,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Idaho,Idaho,GPE,0.25000000,0.25000000,en,1.00000000,4026462-2,5596512,X,44.50019900,-114.25118000,NORTH-AMERICA,United States,WNA
L.A.,L.A.,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Rajshahi,Rajshahi,GPE,0.00833333,0.38666667,en,1.00000000,4521213-2,1185128,X,24.37399900,88.60114000,ASIA,Bangladesh,SAS
The West Coast,The West Coast,LOC,0.55000000,0.55000000,en,1.00000000,,-1,,,,,,
Los Angeles Beaches,Los Angeles Beaches,GPE,0.16000000,0.54000000,en,1.00000000,,-1,,,,,,
Southern California beaches,Southern California beaches,LOC,-0.04166667,0.20833333,en,1.00000000,,-1,,,,,,
the Pacific Coast,the Pacific Coast,LOC,0.40000000,0.62500000,en,1.00000000,,-1,,,,,,
Southern California?NBC Los,Southern California?NBC Los,LOC,0.25333333,0.47000000,en,1.00000000,,-1,,,,,,
North Shore,North Shore,GPE,0.31111111,0.57777778,en,1.00000000,,-1,,,,,,
Yuma,Yuma,GPE,-0.16111111,0.43777778,en,1.00000000,,-1,,,,,,
Californias,Californias,LOC,0.10000000,0.33333333,en,1.00000000,,-1,,,,,,
Nitrosopumilus maritimus,Nitrosopumilus maritimus,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Srinagar,Srinagar,GPE,0.19000000,0.53500000,en,1.00000000,,-1,,,,,,
Turetsky,Turetsky,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Caenorhabditis,Caenorhabditis,LOC,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Ma S,Ma S,GPE,0.40000000,0.75000000,en,1.00000000,,-1,,,,,,
the Cook Islands,the Cook Islands,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
PSV Ein…,PSV Ein…,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bundesliga,Bundesliga,GPE,-0.15000000,0.15000000,en,1.00000000,,-1,,,,,,
Tapachula,Tapachula,GPE,-0.30000000,0.20000000,en,1.00000000,,-1,,,,,,
Yangtze,Yangtze,GPE,0.10208333,0.62500000,en,1.00000000,,-1,,,,,,
CERRITOS,CERRITOS,GPE,0.10000000,0.60000000,en,1.00000000,,-1,,,,,,
K.R.,K.R.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Earth Environ.3,Earth Environ.3,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Knochel,Knochel,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Los Cabos,Los Cabos,GPE,0.15785714,0.43928571,en,1.00000000,,-1,,,,,,
Seabourn,Seabourn,GPE,0.30000000,0.55000000,en,1.00000000,,-1,,,,,,
Boulder,Boulder,GPE,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Capitol Hill,Capitol Hill,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Troieshchyna,Troieshchyna,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Eureka,Eureka,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Aotearoa,Aotearoa,GPE,0.25568182,0.47727273,en,1.00000000,4041915-0,2186224,X,-42.00000000,174.00000000,OCEANIA,New Zealand,NZ
L A,L A,GPE,0.05444444,0.16222222,en,1.00000000,,-1,,,,,,
Kalmus,Kalmus,GPE,0.05444444,0.16222222,en,1.00000000,,-1,,,,,,
Padang,Padang,GPE,-0.12500000,0.37500000,en,1.00000000,4694891-0,1633419,X,-0.94924000,100.35426900,ASIA,Indonesia,SEA
KUALA LUMPUR,KUALA LUMPUR,GPE,0.00000000,0.40000000,en,1.00000000,,-1,,,,,,
Tucson,Tucson,GPE,0.00000000,0.30000000,en,1.00000000,4119735-5,5318313,X,32.22173900,-110.92647900,CENTRAL-AMERICA,United States,NCA
North Interior,North Interior,GPE,0.15000000,0.25000000,en,1.00000000,,-1,,,,,,
ATLANTA,ATLANTA,GPE,0.15250000,0.61416667,en,1.00000000,,-1,,,,,,
North…,North…,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
North-West India,North-West India,GPE,0.06190476,0.36428571,en,1.00000000,,-1,,,,,,
Disney,Disney,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
southern sea,southern sea,LOC,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
West Bengal,West Bengal,GPE,0.08000000,0.27000000,en,1.00000000,4079196-8,1252881,X,24.00000000,88.00000000,ASIA,India,SAS
Papunya,Papunya,GPE,0.08333333,0.36666667,en,1.00000000,,-1,,,,,,
Belagavi,Belagavi,GPE,0.00000000,0.00000000,en,1.00000000,4613576-5,1276533,X,15.85211900,74.50446900,ASIA,India,SAS
Koshi Province,Koshi Province,GPE,0.00000000,0.20000000,en,1.00000000,,-1,,,,,,
Ridge reachi,Ridge reachi,GPE,0.20000000,0.31666667,en,1.00000000,,-1,,,,,,
Central,Central,LOC,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
Hong,Hong,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
N.,N.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Dunnick,Dunnick,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Irving,Irving,GPE,0.02500000,0.31250000,en,1.00000000,,-1,,,,,,
Tumakaru,Tumakaru,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
UP,UP,GPE,0.12500000,0.42500000,en,1.00000000,,-1,,,,,,
AZ,AZ,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Jeremiyah Love,Jeremiyah Love,GPE,0.25000000,0.31111111,en,1.00000000,,-1,,,,,,
the Islamic Republic,the Islamic Republic,GPE,0.03888889,0.27777778,en,1.00000000,,-1,,,,,,
Rayalaseema,Rayalaseema,GPE,0.30000000,0.42500000,en,1.00000000,,-1,,,,,,
ove…,ove…,GPE,0.01666667,0.55000000,en,1.00000000,,-1,,,,,,
Antarcticas,Antarcticas,LOC,0.08766234,0.22077922,en,1.00000000,,-1,,,,,,
Dindigul,Dindigul,GPE,0.21666667,0.41666667,en,1.00000000,4735945-6,1272543,X,10.36895900,77.98036000,ASIA,India,SAS
Notz,Notz,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
arctic sea,arctic sea,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Stroeve,Stroeve,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Baling,Baling,GPE,0.00000000,0.00000000,en,1.00000000,7603791-5,1734448,X,5.67806000,100.91769900,ASIA,Malaysia,SEA
Indianapolis,Indianapolis,GPE,0.27500000,0.30000000,en,1.00000000,,-1,,,,,,
INDIANAPOLIS,INDIANAPOLIS,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Park City,Park City,GPE,0.20000000,0.46666667,en,1.00000000,,-1,,,,,,
Arctic Sea Ice,Arctic Sea Ice,LOC,0.30000000,0.45000000,en,1.00000000,,-1,,,,,,
Aruvi,Aruvi,GPE,0.21666667,0.41666667,en,1.00000000,,-1,,,,,,
Hormuz,Hormuz,GPE,-0.00750000,0.22000000,en,1.00000000,,-1,,,,,,
CHARLOTTE,CHARLOTTE,GPE,0.50000000,1.00000000,en,1.00000000,,-1,,,,,,
Ga.,Ga.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
West Asia,West Asia,LOC,0.13893939,0.50257576,en,1.00000000,,-1,,,,,,
"St. Paul, MN","St. Paul, MN",GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Inwood,Inwood,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ocean,Ocean,LOC,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Diego Milito,Diego Milito,GPE,0.24000000,0.26666667,en,1.00000000,,-1,,,,,,
Uttarakhand,Uttarakhand,GPE,0.00000000,0.00000000,en,1.00000000,1358877971,1444366,X,30.25000000,79.25000000,ASIA,India,TIB
Devprayag,Devprayag,GPE,-0.10000000,0.41250000,en,1.00000000,,-1,,,,,,
itsummer,itsummer,GPE,-0.58750000,0.80000000,en,1.00000000,,-1,,,,,,
Northern Africa,Northern Africa,GPE,0.80000000,0.90000000,en,1.00000000,,-1,,,,,,
